kota_administrasi,nama_jalan,panjang_jalan,lebar_jalan,sistem,fungsi,status,nomor_jalan,suffix
jakarta pusat,Rajawali Selatan 2,628,21,Sekunder,Kolektor,Propinsi,1258,0
jakarta pusat,Rajawali Selatan 3,421,21,Sekunder,Kolektor,Propinsi,1259,0
jakarta pusat,Rawa Sawah,300,7,Sekunder,Kolektor,Propinsi,71936,0
jakarta pusat,Rawa Selatan,502,4,Sekunder,Kolektor,Propinsi,22056,0
jakarta pusat,Rawasari,900,9,Sekunder,Kolektor,Propinsi,3465,0
jakarta pusat,Rawasari Barat,300,7,Sekunder,Kolektor,Propinsi,3465,0
jakarta pusat,Rawasari Barat 10,275,7,Sekunder,Kolektor,Propinsi,77582,0
jakarta pusat,Rawasari Selatan,720,9,Sekunder,Kolektor,Propinsi,1285,0
jakarta pusat,Rawasari Selatan 1,320,6,Sekunder,Kolektor,Propinsi,1286,0
jakarta pusat,Rawasari Timur,505,20,Sekunder,Kolektor,Propinsi,77581,0
jakarta pusat,Remaja 3,150,7,Sekunder,Kolektor,Propinsi,88722,0
jakarta pusat,Rp. Soeroso (Ex. Gondangdia),1080,10,Sekunder,Kolektor,Propinsi,412,0
jakarta pusat,Salemba Tengah,675,9,Sekunder,Kolektor,Propinsi,1310,0
jakarta pusat,Samratulangi,700,14,Sekunder,Kolektor,Propinsi,372,0
jakarta pusat,Semangat Raya,385,4,Sekunder,Kolektor,Propinsi,9025,0
jakarta pusat,Senen Raya ,651,22,Sekunder,Kolektor,Propinsi,1338,0
jakarta pusat,Senen Raya 3,250,7,Sekunder,Kolektor,Propinsi,1341,0
jakarta pusat,Serdang ,717,8,Sekunder,Kolektor,Propinsi,1377,0
jakarta pusat,Serdang 3,250,7,Sekunder,Kolektor,Propinsi,9973,0
jakarta pusat,Serdang Baru,705,8,Sekunder,Kolektor,Propinsi,2428,0
jakarta pusat,Silang Monas Barat Daya,627,20,Sekunder,Kolektor,Propinsi,34,0
jakarta pusat,Silang Monas Barat Laut,517,20,Sekunder,Kolektor,Propinsi,8426,0
jakarta pusat,Silang Monas Tenggara,701,20,Sekunder,Kolektor,Propinsi,28,0
jakarta pusat,Silang Monas Timur Laut,217,20,Sekunder,Kolektor,Propinsi,8427,0
jakarta pusat,Stasiun Senen,374,14,Sekunder,Kolektor,Propinsi,1366,0
jakarta pusat,Sumur Batu,927,11,Sekunder,Kolektor,Propinsi,13733,0
jakarta pusat,Sumur Batu Pasar,827,7,Sekunder,Kolektor,Propinsi,5019,0
jakarta pusat,Sumur Batu Utara,600,9,Sekunder,Kolektor,Propinsi,136,0
jakarta pusat,Sunter Bendungan Jago,1114,6,Sekunder,Kolektor,Propinsi,123,0
jakarta pusat,Surabaya,894,7,Sekunder,Kolektor,Propinsi,1380,0
jakarta pusat,Sutan Syahrir,213,7,Sekunder,Kolektor,Propinsi,14027,0
jakarta pusat,Suwiryo,807,7,Sekunder,Kolektor,Propinsi,1385,0
jakarta pusat,Syamsu Rizal,547,31,Sekunder,Kolektor,Propinsi,589,0
jakarta pusat,Talang Betutu,277,8,Sekunder,Kolektor,Propinsi,1389,0
jakarta pusat,Taman Jatibaru,450,9,Sekunder,Kolektor,Propinsi,8190,0
jakarta pusat,Taman Kebon Sirih,400,8,Sekunder,Kolektor,Propinsi,387,0
jakarta pusat,Taman Sunda Kelapa,386,9,Sekunder,Kolektor,Propinsi,1413,0
jakarta pusat,Tambora 4,1005,7,Sekunder,Kolektor,Propinsi,2290,0
jakarta pusat,Tanah Abang 1,950,9,Sekunder,Kolektor,Propinsi,1420,0
jakarta pusat,Tanah Abang 2,1410,14,Sekunder,Kolektor,Propinsi,1353,0
jakarta pusat,Tanah Abang 3,550,10,Sekunder,Kolektor,Propinsi,1420,0
jakarta pusat,Tanah Abang 4,725,8,Sekunder,Kolektor,Propinsi,1423,0
jakarta pusat,Tanah Abang Timur,550,7,Sekunder,Kolektor,Propinsi,885,0
jakarta pusat,Tanah Tinggi 1,700,13,Sekunder,Kolektor,Propinsi,2224,0
jakarta pusat,Tanah Tinggi 2,250,7,Sekunder,Kolektor,Propinsi,1437,0
jakarta pusat,Tanah Tinggi 4,825,7,Sekunder,Kolektor,Propinsi,1439,0
jakarta pusat,Tanah Tinggi 5,300,7,Sekunder,Kolektor,Propinsi,1410,0
jakarta pusat,Tanah Tinggi 6,250,7,Sekunder,Kolektor,Propinsi,31153,0
jakarta pusat,Tanah Tinggi 8,250,7,Sekunder,Kolektor,Propinsi,33852,0
jakarta pusat,Tanjung,101,8,Sekunder,Kolektor,Propinsi,11879,0
jakarta pusat,Tanjung Karang,500,7,Sekunder,Kolektor,Propinsi,1457,0
jakarta pusat,Tanjung Selor,925,9,Sekunder,Kolektor,Propinsi,1458,0
jakarta pusat,Taruna ,589,7,Sekunder,Kolektor,Propinsi,64140,0
jakarta pusat,Teuku Cik Ditiro,1500,7,Sekunder,Kolektor,Propinsi,11875,0
jakarta pusat,Teuku Umar,1200,16,Sekunder,Kolektor,Propinsi,1472,1
jakarta pusat,Teuku Umar,1611,16,Sekunder,Kolektor,Propinsi,1472,2
jakarta pusat,Tikungan Cideng Barat,99,12,Sekunder,Kolektor,Propinsi,0,0
jakarta pusat,Tikungan Cideng Timur,158,12,Sekunder,Kolektor,Propinsi,0,0
jakarta pusat,Tongkang,486,7,Sekunder,Kolektor,Propinsi,8011,0
jakarta pusat,Untung Suropati,451,10,Sekunder,Kolektor,Propinsi,1414,0
jakarta pusat,Veteran 1,500,7,Sekunder,Kolektor,Propinsi,8736,0
jakarta pusat,Veteran 2,400,7,Sekunder,Kolektor,Propinsi,1489,0
jakarta pusat,"Wahidin Raya, Dr",372,22,Sekunder,Kolektor,Propinsi,375,0
jakarta pusat,"Yusuf Adiwinata, Sh",782,7,Sekunder,Kolektor,Propinsi,7,0
jakarta utara,Akses Marunda,3620,14,Primer,Arteri,Nasional,,0
jakarta utara,Cakung Cilincing,5075,14,Primer,Arteri,Nasional,,0
jakarta utara,Cilincing Raya,1731,18,Primer,Arteri,Nasional,45373,1
jakarta utara,Enggano,945,16,Primer,Arteri,Nasional,21496,0
jakarta utara,Gedong Panjang (Sebagian),316,16,Primer,Arteri,Nasional,1601,0
jakarta utara,Jampea,1138,14,Primer,Arteri,Nasional,14614,0
jakarta utara,Jembatan Dua,606,24,Primer,Arteri,Nasional,24110,0
jakarta utara,Jembatan Tiga,1129,24,Primer,Arteri,Nasional,1618,0
jakarta utara,Krapu,160,12,Primer,Arteri,Nasional,4915,0
jakarta utara,Laks. R.E. Martadinata,7210,14,Primer,Arteri,Nasional,1652,0
jakarta utara,Lodan,1391,14,Primer,Arteri,Nasional,162,0
jakarta utara,Pakin,585,9,Primer,Arteri,Nasional,154,0
jakarta utara,Perintis Kemerdekaan,1930,37,Primer,Arteri,Nasional,169,1
jakarta utara,Perintis Kemerdekaan,2170,37,Primer,Arteri,Nasional,169,2
jakarta utara,Pluit Selatan Raya,1489,16,Primer,Arteri,Nasional,24192,0
jakarta utara,Raya Pelabuhan,351,14,Primer,Arteri,Nasional,1772,1
jakarta utara,Sulawesi,329,30,Primer,Arteri,Nasional,1906,0
jakarta utara,Taman Stasiun Tanjung Priok,450,14,Primer,Arteri,Nasional,28757,0
jakarta utara,Yos Sudarso,2463,30,Primer,Arteri,Nasional,5361,1
jakarta utara,Yos Sudarso,1801,30,Primer,Arteri,Nasional,5361,2
jakarta utara,Yos Sudarso,2463,30,Primer,Arteri,Nasional,5361,3
jakarta utara,Bandengan Selatan (Sebagian),800,12,Sekunder,Arteri,Propinsi,1968,2
jakarta utara,Bandengan Utara (Sebagian),800,12,Sekunder,Arteri,Propinsi,1969,2
jakarta utara,Benyamin Sueb (Ex.Landasan Selatan) (Sebagian),2240,50,Sekunder,Arteri,Propinsi,634,1
jakarta utara,Boulevard Artha Gading,1100,14,Sekunder,Arteri,Propinsi,,0
jakarta utara,Boulevard Barat Raya,2100,14,Sekunder,Arteri,Propinsi,30884,0
jakarta utara,Boulevard Timur Raya,1500,14,Sekunder,Arteri,Propinsi,30821,0
jakarta utara,Cilincing Landak,1380,7,Sekunder,Arteri,Propinsi,,0
jakarta utara,Cilincing Marunda,1465,5,Sekunder,Arteri,Propinsi,10537,1
jakarta utara,Cilincing Marunda Makmur,1147,8,Sekunder,Arteri,Propinsi,10537,2
jakarta utara,Danau Indah Raya,410,8,Sekunder,Arteri,Propinsi,517,0
jakarta utara,Danau Sunter,900,20,Sekunder,Arteri,Propinsi,4108,0
jakarta utara,Danau Sunter Barat,3075,18,Sekunder,Arteri,Propinsi,28078,0
jakarta utara,Danau Sunter Selatan,3375,18,Sekunder,Arteri,Propinsi,28119,0
jakarta utara,Danau Sunter Utara,2895,18,Sekunder,Arteri,Propinsi,28090,0
jakarta utara,Gaya Motor,735,7,Sekunder,Arteri,Propinsi,28424,0
jakarta utara,Gedong Panjang (Sebagian),900,9,Sekunder,Arteri,Propinsi,1601,2
jakarta utara,Griya Utama,475,14,Sekunder,Arteri,Propinsi,,0
jakarta utara,Gunung Sahari Raya (Sebagian),1200,26,Sekunder,Arteri,Propinsi,415,1
jakarta utara,Jayapura,1100,14,Sekunder,Arteri,Propinsi,,0
jakarta utara,Kampung Bandan,900,9,Sekunder,Arteri,Propinsi,159,2
jakarta utara,Kapuk Kamal Raya,1632,10,Sekunder,Arteri,Propinsi,431,0
jakarta utara,Kapuk Raya ,1160,9,Sekunder,Arteri,Propinsi,5700,1
jakarta utara,Kapuk Raya ,2460,9,Sekunder,Arteri,Propinsi,5700,2
jakarta utara,Kelapa Gading Boulevard,2950,20,Sekunder,Arteri,Propinsi,30641,0
jakarta utara,Kramat Jaya,1550,14,Sekunder,Arteri,Propinsi,4094,0
jakarta utara,Landasan Pacu Barat / Hbr. Motik,850,35,Sekunder,Arteri,Propinsi,52307,0
jakarta utara,Landasan Pacu Timur / Hbr. Motik,1725,35,Sekunder,Arteri,Propinsi,12788,0
jakarta utara,Mandara Permai,250,7,Sekunder,Arteri,Propinsi,,0
jakarta utara,Mangga Dua Raya (Sebagian),1194,31,Sekunder,Arteri,Propinsi,5712,1
jakarta utara,Mitra Sunter Boulevard,400,18,Sekunder,Arteri,Propinsi,,0
jakarta utara,Muara Baru,2040,9,Sekunder,Arteri,Propinsi,24656,0
jakarta utara,Pahlawan/ Tipar Cakung (Sebagian),3625,14,Sekunder,Arteri,Propinsi,36825,0
jakarta utara,Pantai Indah Barat,2700,7,Sekunder,Arteri,Propinsi,759,0
jakarta utara,Pantai Indah Timur,3450,7,Sekunder,Arteri,Propinsi,766,0
jakarta utara,Pegangsaan Dua Raya,8100,7,Sekunder,Arteri,Propinsi,892,0
jakarta utara,Pluit Barat Raya,2600,9,Sekunder,Arteri,Propinsi,1793,0
jakarta utara,Pluit Indah,1200,10,Sekunder,Arteri,Propinsi,1802,0
jakarta utara,Pluit Karang,900,11,Sekunder,Arteri,Propinsi,3815,0
jakarta utara,Pluit Karang (Exs. Muara Karang),900,11,Sekunder,Arteri,Propinsi,5265,0
jakarta utara,Pluit Kencana,1030,7,Sekunder,Arteri,Propinsi,1803,0
jakarta utara,Pluit Permai,1400,8,Sekunder,Arteri,Propinsi,4102,0
jakarta utara,Pluit Putra,580,7,Sekunder,Arteri,Propinsi,7055,0
jakarta utara,Pluit Putri,580,7,Sekunder,Arteri,Propinsi,,0
jakarta utara,Pluit Raya,1700,9,Sekunder,Arteri,Propinsi,1792,0
jakarta utara,Pluit Sakti,1620,8,Sekunder,Arteri,Propinsi,1711,0
jakarta utara,Pluit Timur Raya,1330,9,Sekunder,Arteri,Propinsi,1898,0
jakarta utara,Pluit Utara Raya,1600,21,Sekunder,Arteri,Propinsi,4592,0
jakarta utara,Plumpang Semper,1520,12,Sekunder,Arteri,Propinsi,4150,0
jakarta utara,Plumpang Semper,2100,12,Sekunder,Arteri,Propinsi,4150,0
jakarta utara,Rorotan,1280,5,Sekunder,Arteri,Propinsi,,0
jakarta utara,Rorotan 5,2660,4,Sekunder,Arteri,Propinsi,,0
jakarta utara,Rorotan 4,790,5,Sekunder,Arteri,Propinsi,,0
jakarta utara,Sunter Jaya (Ex. Sunter Kemayoran),2730,12,Sekunder,Arteri,Propinsi,32798,0
jakarta utara,Taman Sunter Indah,575,12,Sekunder,Arteri,Propinsi,71942,0
jakarta utara,Teluk Gong Raya,2000,12,Sekunder,Arteri,Propinsi,4802,0
jakarta utara,Tongkol,550,7,Sekunder,Arteri,Propinsi,24190,0
jakarta utara,Tugu Raya (Tugu Semper),1184,9,Sekunder,Arteri,Propinsi,3230,0
jakarta utara,Agung Barat 1,450,7,Sekunder,Kolektor,Propinsi,28132,0
jakarta utara,Agung Indah 1,675,7,Sekunder,Kolektor,Propinsi,1102,0
jakarta utara,Agung Indah 3,463,7,Sekunder,Kolektor,Propinsi,28408,0
jakarta utara,Agung Perkasa Raya,735,7,Sekunder,Kolektor,Propinsi,28755,0
jakarta utara,Agung Tengah 15,312,7,Sekunder,Kolektor,Propinsi,28406,0
jakarta utara,Agung Tengah 4,1200,7,Sekunder,Kolektor,Propinsi,1068,0
jakarta utara,Agung Timur 9,900,7,Sekunder,Kolektor,Propinsi,21479,0
jakarta utara,Agung Utara 1,651,7,Sekunder,Kolektor,Propinsi,28101,0
jakarta utara,Alamanda ,150,7,Sekunder,Kolektor,Propinsi,59556,0
jakarta utara,Alas ,1126,8,Sekunder,Kolektor,Propinsi,1504,0
jakarta utara,Alur Laut,750,7,Sekunder,Kolektor,Propinsi,30741,1
jakarta utara,Alur Laut,575,7,Sekunder,Kolektor,Propinsi,30741,2
jakarta utara,Alur Laut Utara,475,7,Sekunder,Kolektor,Propinsi,21475,0
jakarta utara,Ampera 7 ,900,8,Sekunder,Kolektor,Propinsi,24169,0
jakarta utara,Ampera Besar,860,7,Sekunder,Kolektor,Propinsi,24160,0
jakarta utara,Ampera Raya,450,7,Sekunder,Kolektor,Propinsi,77494,0
jakarta utara,Bahari Raya,405,7,Sekunder,Kolektor,Propinsi,71916,0
jakarta utara,Banda,520,9,Sekunder,Kolektor,Propinsi,1256,0
jakarta utara,Bangun Cipta Sarana,800,7,Sekunder,Kolektor,Propinsi,90654,0
jakarta utara,Bisma Raya,3330,8,Sekunder,Kolektor,Propinsi,11536,0
jakarta utara,Budi Mulia,1043,8,Sekunder,Kolektor,Propinsi,4008,0
jakarta utara,Bugis,1018,7,Sekunder,Kolektor,Propinsi,1533,0
jakarta utara,Bukit Gading Raya,900,7,Sekunder,Kolektor,Propinsi,30566,0
jakarta utara,Buritan,450,7,Sekunder,Kolektor,Propinsi,30168,0
jakarta utara,Cemara Angin,1100,7,Sekunder,Kolektor,Propinsi,65285,0
jakarta utara,Cikijang,240,7,Sekunder,Kolektor,Propinsi,83080,0
jakarta utara,Cilincing Baru,410,7,Sekunder,Kolektor,Propinsi,32039,0
jakarta utara,Cilincing Kelapa,401,7,Sekunder,Kolektor,Propinsi,32080,0
jakarta utara,Cilincing Kesatrian,550,7,Sekunder,Kolektor,Propinsi,32091,0
jakarta utara,Cilincing Lama,401,7,Sekunder,Kolektor,Propinsi,11561,0
jakarta utara,Cilincing Pagi,250,7,Sekunder,Kolektor,Propinsi,32101,0
jakarta utara,Cipeucang 2,525,7,Sekunder,Kolektor,Propinsi,4064,0
jakarta utara,Cipeucang 5,425,7,Sekunder,Kolektor,Propinsi,4069,0
jakarta utara,Dadap Raya Tangerang,710,7,Sekunder,Kolektor,Propinsi,28210,0
jakarta utara,Danau Agung ,900,15,Sekunder,Kolektor,Propinsi,226,0
jakarta utara,Danau Agung 1,309,7,Sekunder,Kolektor,Propinsi,28068,0
jakarta utara,Danau Agung 2,787,14,Sekunder,Kolektor,Propinsi,28110,0
jakarta utara,Danau Indah Barat / Danau Permai Raya,670,7,Sekunder,Kolektor,Propinsi,566,0
jakarta utara,Danau Indah Raya,250,8,Sekunder,Kolektor,Propinsi,631,0
jakarta utara,Deli,350,7,Sekunder,Kolektor,Propinsi,1542,0
jakarta utara,Dobo ,1000,10,Sekunder,Kolektor,Propinsi,235,0
jakarta utara,Ekor Kuning,330,7,Sekunder,Kolektor,Propinsi,1560,0
jakarta utara,Ende,543,8,Sekunder,Kolektor,Propinsi,1563,0
jakarta utara,Enim,1740,8,Sekunder,Kolektor,Propinsi,1563,0
jakarta utara,Gadang,510,7,Sekunder,Kolektor,Propinsi,1567,0
jakarta utara,Gading Elok Utara,915,7,Sekunder,Kolektor,Propinsi,30915,0
jakarta utara,Gading Indah Raya,180,7,Sekunder,Kolektor,Propinsi,52427,0
jakarta utara,Gading Putih Utara Raya,320,7,Sekunder,Kolektor,Propinsi,30916,0
jakarta utara,Ganggeng 6,400,7,Sekunder,Kolektor,Propinsi,52326,0
jakarta utara,Gaya Motor 1,619,7,Sekunder,Kolektor,Propinsi,28421,0
jakarta utara,Gaya Motor 2,289,7,Sekunder,Kolektor,Propinsi,28422,0
jakarta utara,Gorontalo,580,8,Sekunder,Kolektor,Propinsi,28095,0
jakarta utara,Hidup Baru,525,7,Sekunder,Kolektor,Propinsi,77557,0
jakarta utara,Jepara ,870,12,Sekunder,Kolektor,Propinsi,1571,0
jakarta utara,Kali Baru Barat,1666,8,Sekunder,Kolektor,Propinsi,45405,1
jakarta utara,Kali Baru Timur,1666,8,Sekunder,Kolektor,Propinsi,45405,2
jakarta utara,Kamal Muara ,740,7,Sekunder,Kolektor,Propinsi,71922,0
jakarta utara,Kampung Gusti,800,10,Sekunder,Kolektor,Propinsi,5202,0
jakarta utara,Kapuk Muara,850,8,Sekunder,Kolektor,Propinsi,24050,0
jakarta utara,Karang Bolong Raya,1200,9,Sekunder,Kolektor,Propinsi,1626,0
jakarta utara,Karya Utara 1 ,275,7,Sekunder,Kolektor,Propinsi,72964,0
jakarta utara,Kebantenan,1700,7,Sekunder,Kolektor,Propinsi,18217,0
jakarta utara,Kebantenan 1,1700,7,Sekunder,Kolektor,Propinsi,18217,0
jakarta utara,Kelapa Cengkir Raya,445,10,Sekunder,Kolektor,Propinsi,30608,0
jakarta utara,Kelapa Hibrida Raya,2420,7,Sekunder,Kolektor,Propinsi,30537,0
jakarta utara,Kelapa Nias Raya,2000,14,Sekunder,Kolektor,Propinsi,500,0
jakarta utara,Kelapa Nias Timur,390,7,Sekunder,Kolektor,Propinsi,90615,0
jakarta utara,Labu,509,8,Sekunder,Kolektor,Propinsi,30005,0
jakarta utara,Lagoa,525,7,Sekunder,Kolektor,Propinsi,45263,0
jakarta utara,Langsat,706,7,Sekunder,Kolektor,Propinsi,59937,0
jakarta utara,Lorong 104,400,7,Sekunder,Kolektor,Propinsi,52328,0
jakarta utara,Mandara Indah 1,925,7,Sekunder,Kolektor,Propinsi,71928,0
jakarta utara,Mandara Indah 2,850,7,Sekunder,Kolektor,Propinsi,58541,0
jakarta utara,Mandara Indah 4,700,7,Sekunder,Kolektor,Propinsi,11392,0
jakarta utara,Mandara Permai 4,900,7,Sekunder,Kolektor,Propinsi,57993,0
jakarta utara,Mandara Permai 6,1125,7,Sekunder,Kolektor,Propinsi,12794,0
jakarta utara,Mandara Permai 7,1000,7,Sekunder,Kolektor,Propinsi,58260,0
jakarta utara,Mandor Kasan ,1500,7,Sekunder,Kolektor,Propinsi,71928,0
jakarta utara,Mangga,650,7,Sekunder,Kolektor,Propinsi,3072,0
jakarta utara,Mindi,875,7,Sekunder,Kolektor,Propinsi,30749,0
jakarta utara,"Murtado, H ",280,8,Sekunder,Kolektor,Propinsi,45328,0
jakarta utara,"Murtado, H (Tugu Utara)",410,7,Sekunder,Kolektor,Propinsi,30107,0
jakarta utara,Pademangan Raya,647,7,Sekunder,Kolektor,Propinsi,24180,0
jakarta utara,Palmas,600,7,Sekunder,Kolektor,Propinsi,52312,0
jakarta utara,Pantai Indah Selatan 1,4100,7,Sekunder,Kolektor,Propinsi,761,0
jakarta utara,Pantai Indah Selatan 2,1450,8,Sekunder,Kolektor,Propinsi,765,0
jakarta utara,Pantai Indah Timur 1,4200,7,Sekunder,Kolektor,Propinsi,767,0
jakarta utara,Pantai Indah Timur 2,2400,7,Sekunder,Kolektor,Propinsi,58098,0
jakarta utara,Papanggo,800,8,Sekunder,Kolektor,Propinsi,33854,0
jakarta utara,Parang Tritis Raya,1300,24,Sekunder,Kolektor,Propinsi,1525,0
jakarta utara,Pelepah Raya,485,10,Sekunder,Kolektor,Propinsi,30672,0
jakarta utara,Penjalai,620,7,Sekunder,Kolektor,Propinsi,52327,0
jakarta utara,Peternakan 1,550,7,Sekunder,Kolektor,Propinsi,5603,0
jakarta utara,Pinang,300,7,Sekunder,Kolektor,Propinsi,300023,0
jakarta utara,Pluit Barat 1,530,7,Sekunder,Kolektor,Propinsi,1794,0
jakarta utara,Pluit Karang Barat,1420,11,Sekunder,Kolektor,Propinsi,2437,0
jakarta utara,Pluit Karang Permai,1300,7,Sekunder,Kolektor,Propinsi,1992,0
jakarta utara,Pluit Karang Timur,700,12,Sekunder,Kolektor,Propinsi,1769,0
jakarta utara,Pluit Karang Utara,1000,12,Sekunder,Kolektor,Propinsi,99103,0
jakarta utara,Pluit Selatan 1,500,9,Sekunder,Kolektor,Propinsi,1870,0
jakarta utara,Pulau Payung,800,10,Sekunder,Kolektor,Propinsi,45226,0
jakarta utara,Rs. Ancol,553,7,Sekunder,Kolektor,Propinsi,28257,0
jakarta utara,Rumbia,400,7,Sekunder,Kolektor,Propinsi,45336,0
jakarta utara,Satya Jaya Raya ,450,7,Sekunder,Kolektor,Propinsi,12795,0
jakarta utara,Semangka,700,7,Sekunder,Kolektor,Propinsi,30722,0
jakarta utara,Semper Barat (Ex. Sungai Brantas),850,8,Sekunder,Kolektor,Propinsi,32086,0
jakarta utara,Semper Timur,1750,7,Sekunder,Kolektor,Propinsi,13728,0
jakarta utara,Sindang,800,7,Sekunder,Kolektor,Propinsi,4152,0
jakarta utara,Sindang Laut,1200,7,Sekunder,Kolektor,Propinsi,23228,0
jakarta utara,Sukapura Barat,1300,7,Sekunder,Kolektor,Propinsi,52322,0
jakarta utara,Sukapura Barat 3,700,7,Sekunder,Kolektor,Propinsi,52324,0
jakarta utara,Sungai Bambu,676,7,Sekunder,Kolektor,Propinsi,1907,0
jakarta utara,Sungai Bambu 6,250,7,Sekunder,Kolektor,Propinsi,2347,0
jakarta utara,Sungai Bambu 9,150,7,Sekunder,Kolektor,Propinsi,2376,0
jakarta utara,Sungai Tirem (Warakas 1),500,7,Sekunder,Kolektor,Propinsi,1909,0
jakarta utara,Sunter Agung Raya ,750,14,Sekunder,Kolektor,Propinsi,13726,0
jakarta utara,Sunter Hijau Raya,850,7,Sekunder,Kolektor,Propinsi,52318,0
jakarta utara,Sunter Indah Raya,375,7,Sekunder,Kolektor,Propinsi,59555,0
jakarta utara,Sunter Jaya 1,700,7,Sekunder,Kolektor,Propinsi,71940,0
jakarta utara,Sunter Jaya 5,400,7,Sekunder,Kolektor,Propinsi,52317,0
jakarta utara,Sunter Jaya Barat,600,7,Sekunder,Kolektor,Propinsi,52315,0
jakarta utara,Sunter Karya Timur,380,7,Sekunder,Kolektor,Propinsi,77495,0
jakarta utara,Sunter Kirana 4,750,7,Sekunder,Kolektor,Propinsi,59957,0
jakarta utara,Sunter Permai Raya,1500,7,Sekunder,Kolektor,Propinsi,13727,0
jakarta utara,Tenggiri,800,9,Sekunder,Kolektor,Propinsi,1917,0
jakarta utara,Tongkol,650,10,Sekunder,Kolektor,Propinsi,12149,0
jakarta utara,Walang Baru,237,7,Sekunder,Kolektor,Propinsi,30113,0
jakarta utara,Warakas,1396,7,Sekunder,Kolektor,Propinsi,32799,0
jakarta utara,Warakas 5,707,7,Sekunder,Kolektor,Propinsi,28292,0
jakarta utara,Warakas 7,1036,10,Sekunder,Kolektor,Propinsi,4192,0
jakarta barat,Daan Mogot Raya,3580,28,Primer,Arteri,Nasional,127,1
jakarta barat,Daan Mogot Raya,1758,28,Primer,Arteri,Nasional,127,2
jakarta barat,Daan Mogot Raya,2355,28,Primer,Arteri,Nasional,127,3
jakarta barat,Daan Mogot Raya,2263,28,Primer,Arteri,Nasional,127,4
jakarta barat,Daan Mogot Raya,833,28,Primer,Arteri,Nasional,127,5
jakarta barat,Daan Mogot Raya,983,28,Primer,Arteri,Nasional,127,6
jakarta barat,"Latumeten, Prof, Dr",1700,24,Primer,Arteri,Nasional,34250,1
jakarta barat,"Latumeten, Prof, Dr",1066,24,Primer,Arteri,Nasional,34250,2
jakarta barat,Lingkar Barat,7200,14,Primer,Arteri,Nasional,,0
jakarta barat,"S. Parman, Letjend",1349,20,Primer,Arteri,Nasional,2182,1
jakarta barat,"S. Parman, Letjend",1136,20,Primer,Arteri,Nasional,2182,2
jakarta barat,"S. Parman, Letjend",958,20,Primer,Arteri,Nasional,2182,3
jakarta barat,"S. Parman, Letjend",825,20,Primer,Arteri,Nasional,2182,3
jakarta barat,Peta Barat,5322,8,Primer,Kolektor,Propinsi,5817,0
jakarta barat,Peta Selatan,1330,8,Primer,Kolektor,Propinsi,5618,0
jakarta barat,Aipda Ks Tubun,1650,20,Sekunder,Arteri,Propinsi,9148,0
jakarta barat,Arjuna Selatan,1200,6,Sekunder,Arteri,Propinsi,7830,1
jakarta barat,Arjuna Selatan,1650,6,Sekunder,Arteri,Propinsi,7830,2
jakarta barat,Arjuna Utara,1200,6,Sekunder,Arteri,Propinsi,43100,2
jakarta barat,Arjuna Utara,1650,6,Sekunder,Arteri,Propinsi,43100,2
jakarta barat,Asemka,300,25,Sekunder,Arteri,Propinsi,30,0
jakarta barat,Bandengan Selatan (Sebagian),800,12,Sekunder,Arteri,Propinsi,1968,2
jakarta barat,Bandengan Utara (Sebagian),800,12,Sekunder,Arteri,Propinsi,1969,2
jakarta barat,Batu Sari,1500,10,Sekunder,Arteri,Propinsi,36178,0
jakarta barat,Batu Sari 4 (Ex. Sakti Raya),400,12,Sekunder,Arteri,Propinsi,7829,0
jakarta barat,Cengkeh,254,11,Sekunder,Arteri,Propinsi,40414,0
jakarta barat,Gajah Mada (Sebagian),1800,24,Sekunder,Arteri,Propinsi,10044,2
jakarta barat,Gedong Panjang (Sebagian),375,14,Sekunder,Arteri,Propinsi,,0
jakarta barat,Hayam Huruk,1795,20,Sekunder,Arteri,Propinsi,10043,2
jakarta barat,Jelambar Timur,1300,7,Sekunder,Arteri,Propinsi,2908,0
jakarta barat,Jembatan Batu,450,31,Sekunder,Arteri,Propinsi,11487,0
jakarta barat,Joglo Raya,5121,9,Sekunder,Arteri,Propinsi,15819,0
jakarta barat,Kali Besar Timur 3,375,24,Sekunder,Arteri,Propinsi,6258,0
jakarta barat,Kamal Raya,1200,7,Sekunder,Arteri,Propinsi,78514,0
jakarta barat,Kamal Tegal Alur / Kamal Raya,5100,7,Sekunder,Arteri,Propinsi,5825,0
jakarta barat,Kapuk Cengkareng,1000,7,Sekunder,Arteri,Propinsi,44739,0
jakarta barat,"Katamso, Brigjend",1050,14,Sekunder,Arteri,Propinsi,34943,0
jakarta barat,Kebayoran Lama Raya (Sebagian),1925,18,Sekunder,Arteri,Propinsi,,1
jakarta barat,Kebon Jeruk,2567,12,Sekunder,Arteri,Propinsi,5643,0
jakarta barat,Kedoya Raya,3056,9,Sekunder,Arteri,Propinsi,36055,0
jakarta barat,Kemanggisan Utama Raya,1145,18,Sekunder,Arteri,Propinsi,18212,0
jakarta barat,Kembang Kerep,800,7,Sekunder,Arteri,Propinsi,36735,0
jakarta barat,Kemukus,300,14,Sekunder,Arteri,Propinsi,2129,0
jakarta barat,Ketumbar,216,10,Sekunder,Arteri,Propinsi,2162,0
jakarta barat,Kopi,450,9,Sekunder,Arteri,Propinsi,3177,0
jakarta barat,Kota Bambu,40,40,Sekunder,Arteri,Propinsi,9148,0
